año,sector,actividad,subactividad,categoria,id_ipcc,tipo_de_gas,valor_en_toneladas_de_co2e,tipo_de_registro
2010,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Bovinos de Carne,3D2aii1b,N2O,0.12,Emisión
2011,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Bovinos de Carne,3D2aii1b,N2O,0.11,Emisión
2012,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Bovinos de Carne,3D2aii1b,N2O,0.1,Emisión
2013,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Bovinos de Carne,3D2aii1b,N2O,0.1,Emisión
2014,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Bovinos de Carne,3D2aii1b,N2O,0.1,Emisión
2015,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Bovinos de Carne,3D2aii1b,N2O,0.11,Emisión
2016,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Bovinos de Carne,3D2aii1b,N2O,0.11,Emisión
2017,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Bovinos de Carne,3D2aii1b,N2O,0.1,Emisión
2018,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Bovinos de Carne,3D2aii1b,N2O,0.1,Emisión
2019,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Bovinos de Carne,3D2aii1b,N2O,0.1,Emisión
2020,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Bovinos de Carne,3D2aii1b,N2O,0.1,Emisión
2021,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Bovinos de Carne,3D2aii1b,N2O,0.1,Emisión
2022,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Bovinos de Carne,3D2aii1b,N2O,0.1,Emisión
1990,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.01,Emisión
1991,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.01,Emisión
1992,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.01,Emisión
1993,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.01,Emisión
1994,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.01,Emisión
1995,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.01,Emisión
1996,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.01,Emisión
1997,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.01,Emisión
1998,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.01,Emisión
1999,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.01,Emisión
2000,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.01,Emisión
2001,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.01,Emisión
2002,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.01,Emisión
2003,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.01,Emisión
2004,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.01,Emisión
2005,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.01,Emisión
2006,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.01,Emisión
2007,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.01,Emisión
2008,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.02,Emisión
2009,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.02,Emisión
2010,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.02,Emisión
2011,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.02,Emisión
2012,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.02,Emisión
2013,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.02,Emisión
2014,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.03,Emisión
2015,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.03,Emisión
2016,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.03,Emisión
2017,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.03,Emisión
2018,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.03,Emisión
2019,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.03,Emisión
2020,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.03,Emisión
2021,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.03,Emisión
2022,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii3,N2O,0.03,Emisión
1990,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.01,Emisión
1991,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.01,Emisión
1992,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.01,Emisión
1993,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.01,Emisión
1994,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.01,Emisión
1995,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.01,Emisión
1996,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.01,Emisión
1997,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.01,Emisión
1998,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.01,Emisión
1999,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.01,Emisión
2000,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.02,Emisión
2001,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.02,Emisión
2002,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.02,Emisión
2003,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.02,Emisión
2004,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.02,Emisión
2005,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.02,Emisión
2006,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.03,Emisión
2007,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.03,Emisión
2008,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.03,Emisión
2009,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.03,Emisión
2010,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.03,Emisión
2011,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.04,Emisión
2012,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.04,Emisión
2013,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.04,Emisión
2014,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.04,Emisión
2015,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.04,Emisión
2016,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.04,Emisión
2017,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.04,Emisión
2018,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.04,Emisión
2019,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.04,Emisión
2020,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.04,Emisión
2021,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.04,Emisión
2022,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Fertilizantes orgánicos,Otras Ganaderías,3D2aii4g,N2O,0.04,Emisión
1990,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.2,Emisión
1991,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.2,Emisión
1992,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.21,Emisión
1993,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.21,Emisión
1994,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.22,Emisión
1995,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.22,Emisión
1996,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.22,Emisión
1997,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.22,Emisión
1998,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.22,Emisión
1999,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.23,Emisión
2000,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.23,Emisión
2001,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.23,Emisión
2002,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.22,Emisión
2003,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.21,Emisión
2004,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.22,Emisión
2005,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.22,Emisión
2006,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.22,Emisión
2007,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.21,Emisión
2008,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.22,Emisión
2009,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.22,Emisión
2010,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.22,Emisión
2011,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.22,Emisión
2012,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.23,Emisión
2013,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.23,Emisión
2014,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.23,Emisión
2015,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.23,Emisión
2016,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.22,Emisión
2017,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.21,Emisión
2018,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.22,Emisión
2019,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.21,Emisión
2020,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.21,Emisión
2021,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.21,Emisión
2022,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos Lecheros,3D2aiii1a,N2O,0.21,Emisión
1990,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.6,Emisión
1991,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.63,Emisión
1992,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.65,Emisión
1993,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.7,Emisión
1994,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.7,Emisión
1995,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.67,Emisión
1996,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.6,Emisión
1997,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.57,Emisión
1998,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.48,Emisión
1999,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.54,Emisión
2000,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.52,Emisión
2001,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.49,Emisión
2002,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.54,Emisión
2003,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.56,Emisión
2004,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.56,Emisión
2005,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.54,Emisión
2006,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.52,Emisión
2007,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.49,Emisión
2008,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.31,Emisión
2009,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.24,Emisión
2010,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.12,Emisión
2011,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.08,Emisión
2012,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.11,Emisión
2013,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.13,Emisión
2014,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.15,Emisión
2015,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.14,Emisión
2016,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.15,Emisión
2017,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.19,Emisión
2018,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.19,Emisión
2019,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.2,Emisión
2020,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.18,Emisión
2021,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.19,Emisión
2022,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Bovinos de Carne,3D2aiii1b,N2O,1.18,Emisión
1990,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.06,Emisión
1991,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.06,Emisión
1992,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.06,Emisión
1993,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.06,Emisión
1994,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.05,Emisión
1995,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.05,Emisión
1996,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.05,Emisión
1997,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.04,Emisión
1998,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.04,Emisión
1999,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.04,Emisión
2000,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.04,Emisión
2001,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.04,Emisión
2002,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.04,Emisión
